iteration,epoch,reward_mean,reward_std,reward_min,reward_max,wall_s
1,1,0.4569091796875,0.050171789453766776,0.32421875,0.58984375,309.52662086486816
2,1,0.4378662109375,0.056500359854775944,0.30078125,0.52734375,311.9088439941406
3,1,0.4866943359375,0.06550150104433465,0.3046875,0.59765625,309.4609136581421
4,1,0.518798828125,0.04927952964552056,0.4140625,0.59375,313.3835783004761
5,1,0.5184326171875,0.04883041376471771,0.3671875,0.6015625,301.82194662094116
6,1,0.55126953125,0.05366430859489176,0.43359375,0.64453125,302.6997444629669
7,1,0.522705078125,0.049894961652793564,0.359375,0.59375,303.2866952419281
8,1,0.5343017578125,0.05070357617851974,0.39453125,0.609375,302.80277967453003
9,1,0.5770263671875,0.0327437543519147,0.4921875,0.62890625,298.77980399131775
10,1,0.548583984375,0.044236637447039866,0.44921875,0.625,301.3950970172882
11,1,0.5965576171875,0.041331032144158966,0.515625,0.6640625,291.77192974090576
12,1,0.59912109375,0.0403445614615696,0.4765625,0.6640625,296.7462041378021
13,1,0.6005859375,0.030617998840997817,0.50390625,0.64453125,300.959840297699
14,1,0.656005859375,0.03238799381564254,0.609375,0.72265625,285.734406709671
15,1,0.614990234375,0.03430414700587288,0.53125,0.671875,305.2957696914673
16,1,0.6549072265625,0.02365236340623538,0.60546875,0.7109375,299.1286313533783
17,1,0.6121826171875,0.03126882939501116,0.55078125,0.67578125,301.74210500717163
18,1,0.61572265625,0.030159026497426286,0.53515625,0.66015625,301.0362083911896
19,1,0.6376953125,0.022818987198335788,0.57421875,0.68359375,290.72715520858765
20,1,0.644287109375,0.0307413669656022,0.5703125,0.6953125,299.2260789871216
21,1,0.6446533203125,0.020588670002731704,0.6015625,0.6796875,314.8595199584961
22,1,0.617919921875,0.021582638831238357,0.56640625,0.66015625,309.46698904037476
23,1,0.6798095703125,0.02428647079211123,0.625,0.71875,290.7966454029083
24,1,0.6981201171875,0.023745421420012774,0.6640625,0.75390625,283.24556159973145
25,1,0.7017822265625,0.017621728011707347,0.6640625,0.73828125,290.85919213294983
26,1,0.6590576171875,0.022058953256786577,0.6015625,0.703125,296.6102764606476
27,1,0.623291015625,0.024118078869657864,0.5625,0.65234375,299.8921365737915
28,1,0.6915283203125,0.01872058786785562,0.6484375,0.7265625,292.16862964630127
29,1,0.6641845703125,0.020611817163893886,0.6328125,0.73046875,293.5426173210144
30,1,0.68017578125,0.02397555409607601,0.63671875,0.72265625,294.77825236320496
31,1,0.643310546875,0.02498239851261514,0.578125,0.70703125,312.1504099369049
32,1,0.6837158203125,0.019272811032100132,0.64453125,0.72265625,292.59209656715393
33,1,0.648193359375,0.01480829119543042,0.609375,0.671875,304.5531439781189
34,1,0.6279166666666667,0.03977148266450892,0.56,0.7066666666666667,194.00545358657837
35,2,0.6776123046875,0.023700195594173634,0.6015625,0.71484375,297.27741861343384
36,2,0.6319580078125,0.016822245754724928,0.58984375,0.66796875,301.82099962234497
37,2,0.6483154296875,0.01650027624534785,0.61328125,0.69140625,297.3546862602234
38,2,0.651123046875,0.01992851595424074,0.6171875,0.6875,297.66270756721497
39,2,0.69873046875,0.019005371539090394,0.66015625,0.734375,296.04692029953003
40,2,0.67236328125,0.01696382106058614,0.63671875,0.70703125,297.1991038322449
41,2,0.6744384765625,0.023429551366173314,0.6015625,0.71484375,295.64403009414673
42,2,0.6875,0.023089043784251737,0.6328125,0.72265625,294.14343333244324
43,2,0.6708984375,0.022798081113142094,0.625,0.71484375,293.1887924671173
44,2,0.65869140625,0.012648275241199823,0.62890625,0.6796875,297.67435240745544
45,2,0.6981201171875,0.014426521354591002,0.66015625,0.734375,288.50604462623596
46,2,0.67041015625,0.018367424681449245,0.6328125,0.7109375,300.56884598731995
47,2,0.66455078125,0.021567444165388455,0.625,0.7109375,296.54257345199585
48,2,0.609375,0.01735975472131951,0.5703125,0.64453125,313.5757141113281
49,2,0.6597900390625,0.019417622966983555,0.609375,0.6953125,314.4220654964447
50,2,0.647216796875,0.015111101685003694,0.60546875,0.671875,752.8828129768372
51,2,0.65380859375,0.01727025310920644,0.609375,0.6875,310.5307466983795
