iteration,epoch,reward_mean,reward_std,reward_min,reward_max,wall_s
1,1,0.355224609375,0.08527430479313731,0.14453125,0.53125,331.8814265727997
2,1,0.379638671875,0.0796089383488623,0.2578125,0.5546875,326.62690901756287
3,1,0.33154296875,0.09970387482760963,0.109375,0.48828125,372.87020921707153
4,1,0.3907470703125,0.0867354883759209,0.1328125,0.5,347.47330617904663
5,1,0.3702392578125,0.09077690481794426,0.11328125,0.55859375,366.32186102867126
6,1,0.368896484375,0.07066384589065577,0.19921875,0.48046875,359.99902606010437
7,1,0.3837890625,0.08650712317976968,0.20703125,0.54296875,351.1828646659851
8,1,0.38671875,0.07168926621965997,0.2578125,0.4921875,372.38433742523193
9,1,0.4202880859375,0.07385072311816994,0.25,0.53515625,350.0985515117645
10,1,0.3878173828125,0.06717184461019272,0.265625,0.51953125,355.1625487804413
11,1,0.4544677734375,0.06871149111682483,0.328125,0.5703125,324.89872789382935
12,1,0.4398193359375,0.08879128033359877,0.265625,0.58984375,335.49751591682434
13,1,0.4471435546875,0.09927363942447659,0.15234375,0.58984375,344.9169120788574
14,1,0.4630126953125,0.07458396199208288,0.33203125,0.58984375,310.28715801239014
15,1,0.45849609375,0.06785352740300443,0.3359375,0.57421875,353.5147943496704
16,1,0.4393310546875,0.06123587601192769,0.2734375,0.5625,347.0151517391205
17,1,0.4669189453125,0.077086508316087,0.32421875,0.61328125,344.76987314224243
18,1,0.4508056640625,0.08783016244411376,0.26953125,0.59375,340.08080291748047
19,1,0.486083984375,0.05546614949752495,0.31640625,0.5859375,322.21287870407104
20,1,0.48193359375,0.05585006956473503,0.30859375,0.59765625,332.91853404045105
21,1,0.4752197265625,0.07851228090063461,0.23046875,0.578125,351.6820261478424
22,1,0.50341796875,0.05750742657012026,0.28125,0.578125,324.4637351036072
23,1,0.478759765625,0.04645541274579926,0.390625,0.57421875,344.91305804252625
24,1,0.5045166015625,0.043652555392646196,0.39453125,0.58203125,323.6491401195526
25,1,0.53173828125,0.05343278473691233,0.38671875,0.61328125,316.30747270584106
26,1,0.52001953125,0.04710585649044333,0.421875,0.60546875,316.19368028640747
27,1,0.4893798828125,0.05139942970367687,0.40234375,0.58984375,325.3050489425659
28,1,0.507080078125,0.053768058227359965,0.30859375,0.5859375,322.26713371276855
29,1,0.5797119140625,0.0280302252268512,0.51171875,0.62109375,313.60414814949036
30,1,0.513671875,0.04086421084552281,0.41796875,0.58203125,327.6697664260864
31,1,0.5177001953125,0.03891554847733655,0.44140625,0.578125,326.92417788505554
32,1,0.542724609375,0.032446830980354995,0.48046875,0.6328125,314.93689703941345
33,1,0.56787109375,0.03594426630425731,0.5078125,0.62890625,315.85584783554077
34,1,0.6491666666666667,0.041957319583913674,0.52,0.7333333333333333,192.5736482143402
35,2,0.5126953125,0.03427720463825048,0.43359375,0.578125,330.55913400650024
36,2,0.5802001953125,0.032018510099246104,0.515625,0.625,312.6454734802246
37,2,0.5614013671875,0.03258317098715323,0.4765625,0.62109375,323.22742676734924
38,2,0.5540771484375,0.032228180815782374,0.47265625,0.61328125,317.54611325263977
39,2,0.5545654296875,0.03373715156129316,0.4609375,0.62109375,326.0355577468872
40,2,0.576416015625,0.025351861561097186,0.53125,0.6328125,323.15068316459656
41,2,0.557373046875,0.03265922715337299,0.4921875,0.62890625,314.5704152584076
42,2,0.569091796875,0.028478771066510932,0.484375,0.62890625,312.0991954803467
43,2,0.550048828125,0.046172278801044644,0.37109375,0.63671875,346.5423114299774
44,2,0.558349609375,0.03623741062833589,0.48046875,0.6171875,321.73255372047424
45,2,0.5487060546875,0.028168104836655345,0.48046875,0.59765625,320.48194694519043
46,2,0.574462890625,0.02809951475274261,0.5078125,0.62109375,328.1262583732605
47,2,0.5430908203125,0.050888974297385654,0.30078125,0.609375,327.1388964653015
48,2,0.5377197265625,0.031998026295233684,0.4765625,0.60546875,325.05544805526733
49,2,0.610595703125,0.026211881663206243,0.55078125,0.66015625,308.7173857688904
50,2,0.55126953125,0.030442289942903007,0.484375,0.60546875,786.4819803237915
51,2,0.53271484375,0.02826553835626231,0.46484375,0.59375,311.6320128440857
