iteration,epoch,reward_mean,reward_std,reward_min,reward_max,wall_s
52,1,0.66357421875,0.015277820163244155,0.62890625,0.6875,305.27096676826477
53,1,0.6259765625,0.01586726250905461,0.5859375,0.66015625,312.5207054615021
54,1,0.65625,0.020967686087484266,0.625,0.703125,294.8040919303894
55,1,0.6661376953125,0.016942286388710568,0.625,0.70703125,298.7604401111603
56,1,0.666259765625,0.014250369284680164,0.6328125,0.703125,293.04574275016785
57,1,0.697509765625,0.013877413565549133,0.66796875,0.73046875,292.3713915348053
58,1,0.63427734375,0.01922985221437033,0.59765625,0.67578125,303.73682832717896
59,1,0.6453857421875,0.01937767687117749,0.61328125,0.69140625,297.52763390541077
60,1,0.681640625,0.020414594687858275,0.6484375,0.74609375,292.3562822341919
61,1,0.660400390625,0.016771234858980074,0.62109375,0.6953125,296.8102505207062
62,1,0.6973876953125,0.01768587783006702,0.66015625,0.72265625,291.0059549808502
63,1,0.69091796875,0.015089391738635199,0.65625,0.71875,290.97140288352966
64,1,0.6666259765625,0.017675764389451558,0.6328125,0.703125,296.2665765285492
65,1,0.728271484375,0.014216868517129558,0.69921875,0.765625,280.3704524040222
66,1,0.6768798828125,0.015783932146329664,0.65234375,0.7109375,300.6190905570984
67,1,0.7052001953125,0.021770650750326973,0.66015625,0.75,291.6328456401825
68,1,0.6719970703125,0.01729051754668337,0.63671875,0.7109375,295.6718170642853
69,1,0.6588134765625,0.01794350550799554,0.62109375,0.69921875,300.9149613380432
70,1,0.6910400390625,0.021953319942382626,0.64453125,0.734375,285.8217375278473
71,1,0.67431640625,0.01759845829193369,0.640625,0.7109375,294.1038553714752
72,1,0.685791015625,0.014216868517129558,0.65234375,0.71484375,305.8986225128174
73,1,0.6451416015625,0.016917641769768975,0.60546875,0.6796875,306.1400237083435
74,1,0.7103271484375,0.01739020029870669,0.6796875,0.75390625,285.0887260437012
75,1,0.737060546875,0.021293485689440245,0.703125,0.796875,281.50175189971924
76,1,0.7230224609375,0.017989950527146463,0.6875,0.7578125,291.86480140686035
77,1,0.6728515625,0.017441963964347412,0.6328125,0.69921875,296.1763708591461
78,1,0.6572265625,0.014810303601663185,0.625,0.69140625,298.5175359249115
79,1,0.710205078125,0.015729554363129505,0.66796875,0.73828125,289.4650363922119
80,1,0.6883544921875,0.01440998546967578,0.66015625,0.72265625,288.8537383079529
81,1,0.70263671875,0.017103788953258783,0.6640625,0.7421875,291.6999132633209
82,1,0.662353515625,0.022224844009658698,0.6171875,0.69921875,303.1545526981354
83,1,0.696044921875,0.015361470914784544,0.65625,0.71875,289.6999578475952
84,1,0.668212890625,0.015531258719305588,0.63671875,0.703125,299.33490467071533
85,1,0.6491666666666667,0.03273419890233726,0.5866666666666667,0.7066666666666667,193.79884910583496
86,2,0.6986083984375,0.01651832808187755,0.66015625,0.73046875,290.3543441295624
87,2,0.64599609375,0.014143308943320545,0.62109375,0.6796875,295.6117949485779
88,2,0.6514892578125,0.011909834314726458,0.62109375,0.6875,294.03090620040894
89,2,0.6756591796875,0.01846411836384398,0.63671875,0.70703125,292.7426915168762
90,2,0.7138671875,0.01458318801080867,0.68359375,0.73828125,293.1121826171875
91,2,0.6812744140625,0.016683488542264785,0.6328125,0.71484375,291.743008852005
92,2,0.6937255859375,0.015498123024535274,0.65625,0.72265625,288.0967652797699
93,2,0.6900634765625,0.0175403613180964,0.65234375,0.71875,293.3046028614044
94,2,0.68408203125,0.01570869916225138,0.64453125,0.72265625,287.85917711257935
95,2,0.6748046875,0.016942726145407688,0.64453125,0.72265625,295.5125980377197
96,2,0.7025146484375,0.014322858868106629,0.6796875,0.734375,287.9320104122162
97,2,0.6739501953125,0.016134998829182245,0.6484375,0.70703125,297.4496850967407
98,2,0.6689453125,0.022032254243512652,0.6328125,0.7109375,295.6165099143982
99,2,0.6104736328125,0.019658627000948947,0.578125,0.64453125,310.3342046737671
100,2,0.668212890625,0.02008344171687384,0.6328125,0.70703125,767.2345197200775
101,2,0.6451416015625,0.020063770075730892,0.609375,0.68359375,296.91299271583557
